DynamicPageID,DynamicKey,DynamicForm,DynamicItem,DynamicValue,Legal Update,URL,Platform,Page Section,Content Edit Phase,Legal Approval,In Dev,In Test,Marketing UAT,In PROD,Date of PROD Update,Notes,
184,seo-section,region-results,content,"<p>Finding a used car, truck, SUV or van for sale in %REGION% has never been so simple. With over %VEHICLECOUNT% used vehicles in stock for you to choose from, we are confident that we have the ideal vehicle for you. Used car shopping in %REGION% can be difficult with all the options and bogus sales schemes around today, but finding a used car for sale in %REGION% at DriveTime will streamline your experience. </p><p>Our %REGION% Used Car Dealerships offer a used car-buying experience that is second to none. No more pushy salesmen, bait and switch or snake oil programs here. Beware of Buy Here Pay Here dealerships in %REGION%, which advertise a lot and actually deliver a little. Every DriveTime used car goes through a multi-point inspection before it ever arrives on the lot.</p><p>Need a family vehicle in %REGION%? Check out our used SUVs and used Vans available. All these vans and SUVs come with our multi-point inspection and several ownership & warranty packages to provide you peace of mind.</p>","<p>Finding a used car, truck, SUV or van for sale in %REGION% has never been so simple. With over %VEHICLECOUNT% used vehicles in stock for you to choose from, we are confident that we can help you find your next used vehicle. Used car shopping in %REGION% can be difficult with all the options and bogus sales schemes around today, but finding a used car for sale in %REGION% at DriveTime will streamline your experience. </p><p>Our %REGION% Used Car Dealerships offer a used car-buying experience that is second to none. No more pushy salesmen, bait and switch or snake oil programs here. Beware of Buy Here Pay Here dealerships in %REGION%, which advertise a lot and actually deliver a little. Every DriveTime used car goes through a multi-point inspection* before it ever arrives on the lot.</p><p> All these vans and SUVs come with our multi-point inspection* and several post-sale packages to help give you peace of mind. Need a family vehicle in %REGION%? Check out our used SUVs and used Vans available.</p><br>*DriveTime is not able to complete recall repairs, so vehicles may be subject to open recalls.ÿ You can check whether any vehicle is subject to an unrepaired recall at <a href=""http://www.safercar.gov/"" target=""_blank"">www.safercar.gov</a></p>",/atlanta-used-cars,Mobile,More Info - Region VSR,X,X,,,,,,In Prod,
401,car-search,index-region-make,content,"<p>If you are looking for an %MAKE% in %REGION%, visit one of our %DEALERCOUNT% DriveTime dealerships in the region. All our sales advisors are specifically trained to help you find the right %MAKE%, and to help you secure financing need to purchase your vehicle in %REGION%. Start by searching our online inventory for %MAKES%s for sale in %REGION%, where you can view prices, pictures and features, as well as schedule a test drive.</p>",Not Used- Correctly,/car-search/birmingham/chevrolet,N/A,N/A,,,,,,,,N/A,
301,seo-section,dealer-list-regional,content,"<p>Buying used cars in %REGION% is a simple and better experience at DriveTime. Visit our %REGION% DriveTime dealerships today with over 60 cars to choose from, many which will fit your needs and desires. </p> <p>Beware of Buy Here Pay Here car lots in %REGION%, who do not offer the same used car dealership experience, the large vehicle selection, or the simple auto loan approvals that DriveTime %REGION% has to offer. DriveTime %REGION% offers auto loans to people of all credit types, including people with bad credit or no credit. Since 2002, we have perfected finding the right used car with suitable auto financing options in a no-hassle, no-pressure used car dealership experience. </p> <p>Our used cars for sale in %REGION% arrive at our car lots after they have been thoroughly cleaned and inspected with our multi-point inspection process, including checking safety and mechanical components. All of our used cars in %REGION% are available to you, ensuring your purchase from DriveTime %REGION% is the right move. </p> <p>Don?t make DriveTime your last resort while looking for used car dealerships in %REGION%, check out our large selection of premium used cars, trucks, SUVs and vans with great auto financing options today!</p>","<p>Buying used cars in %REGION% is a simple at DriveTime. Visit our %REGION% DriveTime dealerships today with %VEHICLECOUNT% cars to choose from, many which will fit your needs and desires. </p> <p>Beware of Buy Here Pay Here car lots in %REGION%, who do not offer the same used car dealership experience, the large vehicle selection, or the simple auto loan approvals that DriveTime %REGION% has to offer. DriveTime %REGION% offers auto loans to people of all credit types, including people with bad credit or no credit. Since 2002, we have perfected finding the right used car with suitable auto financing options in a no-hassle, no-pressure used car dealership experience. </p> <p>Our used cars for sale at our %REGION% dealerships arrive at our car lots after they have been through our multi-point inspection* process. All of our used cars in %REGION% and information on our dealership financing options are available to you online, ensuring your purchase from DriveTime %REGION% is the right move for you. </p> <p>Don?t make DriveTime your last resort while looking for used car dealerships in %REGION%, check out our large selection of used cars, trucks, SUVs and vans with great auto financing options today!</p> <br>*DriveTime is not able to complete recall repairs, so vehicles may be subject to open recalls.ÿ You can check whether any vehicle is subject to an unrepaired recall at <a href=""http://www.safercar.gov/"" target=""_blank"">www.safercar.gov</a></p>",/charleston-car-dealers,Mobile,More Info - Region Dealership Search,X,X,,,,,,,
306,seo-section,dealer-list-regional,seo_h2,Don't fall for other %REGION% used car dealer tricks.  DriveTime %REGION% offers quality cars and great deals.,Don't fall for other %REGION% used car dealer tricks.  DriveTime %REGION% offers a wide selection cars and great deals.,/charleston-car-dealers,Mobile,SEO,X,X,,,,,,,
186,seo-section,region-results-deal,content,"<p>Find used cars, trucks, vans and SUVs at our %DEALERNAME% DriveTime used car dealership.  With over %VEHICLECOUNT%+ quality used cars to choose from and simple financing options we are sure that we can get you a great deal, no matter your credit situation.</p><p>Our %DEALERNAME% experience is better than the typical experience that you would receive at other %REGION% used car dealerships.  Our sales advisors are non-commission based and our application process for financing is simple.  Along with these conveniences our %DEALERNAME% location has a huge selection of quality used cars that are inspected for mechanical & safety imperfections before they are delivered to our lot.</p><p>Call our %DEALERNAME% dealership today at %DEALERPHONE% to schedule a visit or visit us at:</p><p>%DEALERNAME%<br/>%DEALERADDRESS%<br/>%DEALERCITY%, %ST% %DEALERZIP%</p>","<p>Find used cars, trucks, vans and SUVs at our %DEALERNAME% DriveTime used car dealership.  With over %VEHICLECOUNT% used cars to choose from and simple financing options we are sure that we can get you a great deal, no matter your credit situation.</p><p>Our %DEALERNAME% experience is better than the typical experience that you would receive at other %REGION% used car dealerships.  Our sales advisors are friendly and focused on getting you the right car for  your situation and our application process for financing is simple.  Along with these conveniences our %DEALERNAME% location has a huge selection of used cars that are inspected* before they are delivered to our lot.</p><p>Call our %DEALERNAME% dealership today at %DEALERPHONE% to schedule a visit or visit us at:</p><p>%DEALERNAME%<br/>%DEALERADDRESS%<br/>%DEALERCITY%, %ST% %DEALERZIP%</p><br>*DriveTime is not able to complete recall repairs, so vehicles may be subject to open recalls.ÿ You can check whether any vehicle is subject to an unrepaired recall at <a href=""http://www.safercar.gov/"" target=""_blank"">www.safercar.gov</a></p>",/phoenix-car-dealers/camelback-2505326/inventory,Mobile,More Info - Dealership Inventory VSR,X,X,,,,,,In Prod,
950,mobile-seo-section,terms,metadescription,Shopping for your next vehicle or getting approved on DriveTime.com comes with a few restrictions and terms of use. Please read these terms to better understand the standards we hold our website to.,No change,/termsofuse,Mobile,Terms of Use,X,X,,,,,,Prod,
952,mobile-seo-section,privacy,metadescription,"At DriveTime, we value your privacy and protect your information as best we can.ÿ Please read our complete Privacy Policy to understand your rights.",No change,/privacy,Mobile,Privacy Policy,X,X,,,,,,Prod,
187,seo-section,region-results-make,content,"<p>Looking for used %MAKE%s in %REGION%?  Experience the DriveTime difference, where shopping for %MAKE% cars, trucks, vans & SUVs is simple and hassle-free.  Don??t wait around at used %MAKE% dealerships in %REGION% while they play games with you to get the best deal for themselves.  Our Sales staff is friendly and non-commission based, leaving you with a low-pressure sales experience that you dictate.</p><p> Our %MAKE% vehicle selection in %REGION% is simply the best you??ll find, whether you are struggling to get financing or not.  We carry the highest quality %MAKE% vehicles, which are all inspected and repaired before they get to our %REGION% dealerships, giving you peace of mind that you??re buying a reliable %MAKE% in %REGION%.  On top of that, we offer post sale service packages to protect you from costly repairs down the road. </p><p>Come into a %REGION% DriveTime location today and test drive a %MAKE% for sale today.  We bet you won??t find a better deal elsewhere!</p>","<p>Looking for used %MAKE%s in %REGION%?  Experience the DriveTime difference, where shopping for %MAKE% cars, trucks, vans & SUVs is simple and hassle-free.  Don?t wait around at used %MAKE% dealerships in %REGION% while they play games with you to get the best deal for themselves.  Our sales staff is friendly and focused on getting you into the right used %MAKE% for you, leaving you with a low-pressure sales experience that you dictate </p><p> Our %MAKE% vehicle selection in %REGION% could be just what you?re looking forl, whether you are struggling to get financing or not.  We carry a selection of used %MAKE% vehicles, which are all inspected* before they get to our %REGION% dealerships, giving you peace of mind when buying your used                                                                                                                                                             %MAKE% in %REGION%. </p><p>Come into a %REGION% DriveTime location today and test drive a %MAKE% for sale today.  You?re sure to find a used car buying experience like no other!</p><br>*DriveTime is not able to complete recall repairs, so vehicles may be subject to open recalls.ÿ You can check whether any vehicle is subject to an unrepaired recall at <a href=""http://www.safercar.gov/"" target=""_blank"">www.safercar.gov</a></p>",/used-audi-atlanta,Mobile,More Info - Region Make VSR,X,X,,,,,,Prod,
230,seo-section,dealer-list,content,"<p>Buying used cars is a simple and better experience at DriveTime.  Visit any of our DriveTime dealerships today with each having over 60 cars to choose from, many which will fit your needs and desires.  </p>  <p>Beware of Buy Here Pay Here car lots, who do not offer the same used car dealership experience, the large vehicle selection, or the simple auto loan approvals that DriveTime has to offer.  DriveTime offers auto loans to people of all credit types, including people with bad credit or no credit.  Since 2002, we have perfected finding the right used car with suitable auto financing options in a no-hassle, no-pressure used car dealership experience.  </p>  <p>Our used cars for sale arrive at our car lots after they have been thoroughly cleaned and inspected with our multi-point inspection process, including checking safety and mechanical components.  All of our used cars are available to you, ensuring your purchase from DriveTime is the right move.  </p>  <p>Don?t make DriveTime your last resort while looking for used car dealerships, check out our large selection of premium used cars, trucks, SUVs and vans with great auto financing options today!</p>  ","<p>Buying used cars is a simple and better experience at DriveTime.  Visit any of our DriveTime dealerships today, each having a wide selection of cars to choose from and many of which will fit your needs and desires.  </p>  <p>Beware of Buy Here Pay Here car lots, who do not offer the same used car dealership experience, the large vehicle selection, or the simple auto loan approvals that DriveTime has to offer.  DriveTime offers auto loans to people of all credit types, including people with bad credit or no credit.  Since 2002, we have worked towards perfecting the used car buying experience by providing a wide vehicle selection, upfront pricing and a no-hassle, no-pressure used car dealership experience.  </p>  <p>Our used cars for sale arrive at our car lots after they have been cleaned and inspected* and come with w 30 Day / 1500 mile limited warranty.  </p>  <p>Don?t make DriveTime your last resort while looking for used car dealerships. Shop online or in store at a dealership location near you. We have a large selection of used cars, trucks, SUVs and vans with great auto financing options for your credit situation!</p>  <br>*DriveTime is not able to complete recall repairs, so vehicles may be subject to open recalls.ÿ You can check whether any vehicle is subject to an unrepaired recall at <a href=""http://www.safercar.gov/"" target=""_blank"">www.safercar.gov</a></p>",/used-car-lots,Mobile,More Info - Dealership Search,X,X,,,,,,,
170,microsites,article,content,"<p>Welcome to DriveTime [REGION]!  No matter where in the process of used car buying you are, you?ve found the right place for a quality used vehicle that will bring you years of enjoyment and dependability.  From our online shopping transparency to a visit to one of our [DEALERS] used car dealerships nationwide, you?ll encounter the best used car buying experience in [REGION]. </p><p>Used car shopping and visiting dealerships can be a hassle.  You have salesmen trying to push you to make decisions that day, draw out the time you are in the dealership, and offer cars that are cleaned but rarely inspected.  Visits to our used car dealerships are far different.  Our [REGION] sales advisors are salaried, not commissioned, so they won?t force a sale on you.  Also, our prices are no-haggle so the price you see is the price you pay, no games.  At the end of the day, we provide a simple process that is dictated by your needs and based on providing competitive financing options for quality used cars. </p><p>No matter your credit situation, good or poor, DriveTime [REGION] has auto financing options to make used car ownership as affordable as possible.  Don?t fall for other dealerships that promise a huge inventory of used cars, as often your car selection will be limited by your credit score.  Most used car dealerships overpromise and under deliver when it comes to getting a great deal and selection. </p><p>Buying a used car in [REGION] is an emotional and important decision, and we at DriveTime understand that.  Give us a chance to show you how different DriveTime is and how we can get you into that used car, truck, SUV or van that you need today!  Take two minutes and start the auto financing approval process above, or schedule a visit today online! </p>","<p>Welcome to DriveTime [REGION]! No matter where you?re at in the process of used car shopping, you?ve found the right place! From our online shopping experience to a visit to one of our [DEALERS] used car dealerships nationwide, you?ll encounter a great used car buying experience in [REGION].</p><p>Used car shopping and visiting dealerships can be a hassle. You have salesmen trying to push you to make decisions that day, draw out the time you are in the dealership, and offer cars that are cleaned but rarely inspected. Visits to our used car dealerships are much different. Our prices are no-haggle, so the price you see is the price you pay, no games. At the end of the day, we provide a simple process that is dictated by your needs and focused on providing fair financing options for a used car. Plus, our used cars come with a 30-day, 1,500 mile limited warranty and a 5-day return policy.</p><p>No matter your credit situation, good or poor, DriveTime [REGION] has auto financing options to make used car ownership as simple as possible. Don?t fall for other dealerships that promise a huge inventory of used cars -- your car selection may be limited by your credit score. Most used car dealerships over promise and under deliver when it comes to getting a great deal and selection.</p><p>Buying a used car in [REGION] is an important decision, and we at DriveTime understand that. Give us a chance to show you how different DriveTime is and how we can get you into a used car, truck, SUV or van that you need today. Take two minutes and start the auto financing approval process above, or schedule a visit online today! </p>",http://www.drivetime-phoenix.com/,Microsites,Template,X,X,X,X,,,,Prod,
171,microsites,article,description,Looking for a Quality Used Cars in [REGION]?   Shop the dealership with financing options for all credit types!  Buy Here Pay Here Car Dealers cannot compete with our experience & expertise!, Looking for Used Cars in [REGION]? Shop the dealership with financing options for all credit types! Buy Here Pay Here Car Dealers cannot compete with our car buying experience,http://www.drivetime-phoenix.com/,Microsites,SEO,X,X,X,X,,,,Prod,
174,microsites,article,seo_h2,Find Quality Used Vehicle with Car Loan Options at DriveTime., Find a Used Vehicle with Car Loan Options at DriveTime,http://www.drivetime-phoenix.com/,Microsites,SEO,X,X,X,X,,,,Prod,
498,home-seo,used-cars,content,"<div class=""content-right float-left""> <img src=""/Content/images/truck.png"" alt="""" border=""0"" /> </div> <div class=""content-left float-right""> <h3> DriveTime Used Cars </h3> <p> DriveTime Automotive Group is the nations largest subprime used car dealer and finance network, helping people with credit issues find and finance the perfect used vehicle. With over 120 dealerships in 20 states, DriveTime provides a complete end-to-end solution to purchase or lease a used car without the haggle. </p> <br /> <h3> Why Buy from DriveTime </h3> <p> The DriveTime Difference is the reason why weve sold over 750,000 used cars, trucks, vans and SUVs since 2002 to people with no or bad credit. All of our vehicles include a 5-day return guarantee, 30 day / 1500 mile limited warranty, AutoCheck History Report and multi-point inspections, giving you the peace of mind that our vehicles arent quite the same as what you find at other buy here pay here car dealerships. </p> <br /> <h3> Easy Auto Loan Approvals </h3> <p> Our online, quick and easy approvals allow you to get approved for our unique financing programs and services for all credit types to make purchasing at DriveTime as simple as possible. Our approvals are not solely based on your credit which is why DriveTime is the only national used car dealer that can offer guaranteed approvals for everyone. </p> <br /> <h3> Most Trusted Used Car Dealership </h3> <p> We pride ourselves in being the most transparent and trustworthy subprime used car dealer in the nation. By employing only non-commissioned sales advisors and adhering to BBBs marketplace ethics, our customers love the fact that they are treated with the respect they deserve and receive the support they need well after they purchase a vehicle from us. </div>",Not Used - Intentionally,N/A,Mobile,More Info - VSR,,,,,,,,N/A,
499,home-seo,buy-here-pay-here,content,"<div class=""content-left float-left"">
    <h3>
        DriveTime is not your typical ""Buy Here Pay Here"" Dealership!</h3>
    <p>
        It is our mission to provide customers with credit problems a second chance to own
        a quality used car, truck or SUV, no matter how poor their credit situation. You?ll
        notice the DriveTime advantage over local Buy Here Pay Here lots immediately, from
        our helpful website which provides you the option to choose your path to financial
        approval or vehicle searching, all the way through the car-buying experience at
        one of our local dealerships!</p> 
    <h3>
        DriveTime is the largest used car dealer helping people with credit issues.</h3> 
    <p>
        Buy Here Pay Here dealers can?t offer the customer service and support that DriveTime
        offers. We offer 24/7 support hotlines and customer service, no matter the question
        or problem at hand. We also don?t follow the embarrassing Buy Here Pay Here model
        of constant in-store payments. We'll help you get approved, treat you fairly and get 
        you into a high quality used vehicle.</p>
    <h3>
        Buy Here Pay Here? DriveTime? What?s the big difference?</h3>
    <p>
        Let?s start with the quality of cars you?ll find on our lots. Where Buy Here Pay
        Here dealers usually sell 5+ year old cars with over 100,000 miles on the clock,
        we sell later model cars with less mileage than the competition. Beyond that, all
        cars you see at our dealerships have been through our detailed multi-point inspection
        (something Buy Here Pay Here?s rarely offer) ensuring that you are buying a car
        that will be a reliable long-term investment in your mobility.</p>
    <h3>
        Now the icing on the cake? Introducing the DriveTime Difference:</h3>
    <p>
        Not only is the car you?ll be buying a quality used car, but we also offer our 
        DriveCare package: 3 year / 36,000 mile vehicle coverage. That?s not all either; at
        DriveTime you?ll get an AutoCheck vehicle history report to ensure your peace of mind.
         Buy Here Pay Here lots can?t touch this.</p>
</div>",Not Used - Intentionally,N/A,Mobile,More Info - VFT (OLD),,,,,,,,N/A,
500,home-seo,bad-credit-auto-financing,content,"<div class=""content-left float-left"">
    <h3>
        Need auto financing and have bad credit history?</h3>
    <p>
        DriveTime offers auto financing to people across the nation with bad credit. We
        have 93+ locations nationwide with over 5000 vehicles available for you to choose
        from. DriveTime offers unbeatable auto financing options for people with bad credit 
        history that other dealerships just can't compete with. Bad Credit approvals are 
        as simple as a visit
        to our local DriveTime dealership. Bad Credit Auto Financing is really
        that simple with DriveTime.</p>
    <h3>
        Why buy from DriveTime instead of buy private party with bad credit auto financing?</h3>
    <p>
        Private party autos may seem less expensive than DriveTime cars, but the savings & experience
        we provide more than make up for the difference in price. The experience
        that you?ll receive throughout the DriveTime approval and car shopping process will
        be positive and simple. The freedom of choice is another benefit of DriveTime over
        other dealerships and bad credit auto financing lenders. Once you are approved,
        you will have several vehicles to choose from that will fit your personal needs.
        Auto financing lenders also heavily penalize borrowers with bad credit. Beware of
        short-term obligations and outrageous terms that may increase the likelihood of
        defaulting on your auto financing and negatively affecting your credit score. All
        of our vehicles are thoroughly tested and must pass a multi-point inspection before
        they are delivered to a DriveTime dealership, but this is just the beginning of
        the benefits DriveTime offers. Another benefit is our industry-leading DriveCare package: 
        3 year / 36,000 mile vehicle coverage. Plain and simple: if you have bad credit
        and need auto financing, DriveTime is your best option.</p>
    <h3>
        Auto Finance approvals with bad credit history</h3>
    <p>
        Bad credit doesn?t mean the end of the world. Don?t accept to be treated differently
        because you have  a bad credit history. DriveTime does not
        make you feel different from any other vehicle owner. You'll get the same treatment and you'll get
        great auto financing options for your approval. Other auto dealers simply cannot offer 
        these great options to bad credit history buyers.</p>
    <h3>
        Better Vehicles. Newer Models. Less Mileage. Multi-point Inspected.</h3>
    <p>
        Search our online inventory and see the vehicles for yourself. Other dealers typically
        offer customers with bad credit history vehicles older than ours and with more mileage.
        This means that the life of the vehicle you may be buying will be less, leaving
        you with expensive repairs. If you have bad credit and are looking for auto financing,
        the choice is simple? DriveTime.</p>
</div>",Not Used- Intentionally,N/A,Mobile,More Info - VFT (OLD),,,,,,,,N/A,
501,home-seo,no-credit-auto-financing,content,"<div class=""content-left float-left"">
    <h3>
        Need auto financing and don?t have any credit history?</h3>
    <p>
        DriveTime offers auto financing to people across the nation with no credit history.
        We have 93+ locations nationwide with over 5000 vehicles available for you to choose
        from. DriveTime is also different from other used car dealers. We approve customers 
        with no credit history every day. No Credit approvals are as simple as a visit to
        our local DriveTime dealership. No Credit Auto Financing is really
        that simple with DriveTime.</p>
    <h3>
        Why buy from DriveTime instead of buy private party with no credit auto financing?</h3>
    <p>
        Private party autos may seem less expensive than DriveTime cars, but the savings and 
        experience we provide after the sale more than make up for the difference in price. 
        The experience
        that you?ll receive throughout the DriveTime approval and car shopping process will
        be positive and simple. The freedom of choice is another benefit of DriveTime over
        other dealerships and no credit auto financing lenders. Once you are approved, you
        will have several vehicles to choose from many that will fit your personal needs.
        Auto financing lenders also heavily penalize borrowers with no credit history. Beware
        of short-term obligations and outrageous terms that may increase the likelihood
        of defaulting on your auto financing and negatively affecting your credit score.
        All of our vehicles are thoroughly tested and must pass a multi-point inspection
        before they are delivered to a DriveTime dealership, but this is just the beginning
        of the benefits DriveTime offers. Another benefit is our industry-leading DriveCare package: 
        3 year / 36,000 mile vehicle coverage. Plain and simple: if you have
        no credit and need auto financing, DriveTime is your best option.</p>
    <h3>
        Auto Finance approvals with no credit history</h3>
    <p>
        No credit is not bad credit. Don?t accept to be treated differently because you
        do not have credit history. DriveTime does not make you feel different from any other vehicle
         owner. 
        You'll get the same treatment and you'll get a great car load & financing options. No other
         no credit car load providers can offer the same options and experience.
    </p>
    <h3>
        Better Vehicles. Newer Models. Less Mileage. Multi-point Inspected.</h3>
    <p>
        Search our online inventory and see the vehicles for yourself. Other dealers typically
        offer customers with no credit history vehicles older than ours and with more mileage.
        This means that the life of the vehicle you may be buying will be less, leaving
        you with expensive repairs. If you have no credit and are looking for auto financing,
        the choice is simple? DriveTime.</p>
</div>",Not Used - Intentionally,N/A,Mobile,More Info - VFT (OLD),,,,,,,,N/A,
502,home-seo,bad-credit-car-loan,content,"<div class=""content-left float-left"">
    <h3>
        Need a car and don?t have bad credit history?
    </h3>
    <p>
        DriveTime offers cars to people across the nation with bad credit history. We have
        93+ locations nationwide with over 5000 vehicles available for you to choose from. 
        DriveTime offers unbeatable financing options for people with bad credit that other 
        dealerships just can't compete with. We approve customers with bad credit history every day. 
        Bad Credit approvals are as simple as a
        visit to our local DriveTime dealership. Bad Credit Car Loans are really
        that simple with DriveTime.
    </p>
    <h3>
        Why buy from DriveTime instead of buy private party with a bad credit car loan?
    </h3>
    <p>
        Private party cars may seem less expensive than DriveTime cars, but the savings & experience 
        more than make up for the difference in price. The experience
        that you?ll receive throughout the DriveTime approval and car shopping process will
        be positive and simple. The freedom of choice is another benefit of DriveTime over
        other dealerships and bad credit car loan providers. Once you are approved, you
        will have several vehicles to choose from that will fit your personal needs.
        Car loan lenders also heavily penalize borrowers with bad credit history. Beware
        of short-term obligations and outrageous terms that may increase the likelihood
        of defaulting on a car loan and negatively affecting your credit score. All of our
        vehicles are thoroughly tested and must pass a multi-point inspection before they
        are delivered to a DriveTime dealership, but this is just the beginning of the benefits
        DriveTime offers. Another benefit is our DiveCare package: 3 year / 36,000 mile vehicle coverage. 
        Plain and simple: if you have bad credit
        and need a car loan, DriveTime is your best option.
    </p>
    <h3>
        Car loan approval with bad credit history
    </h3>
    <p>
        Bad credit is not the end of the world. Don't accept to be treated differently just
        because you have bad credit history. DriveTime does
        not make you feel different from any other vehicle owner. You'll get the same treatment 
        and you'll get great auto financing options for your car loan approval. No other bad 
        credit history car load providers can offer the same options and experience.
    </p>
    <h3>
        Better Vehicles. Newer Models. Less Mileage. Multi-point Inspected.
    </h3>
    <p>
        Search our online inventory and see the vehicles for yourself. Other dealers typically
        offer customers with bad credit vehicles older than ours and with more mileage.
        This means that the life of the vehicle you may be buying will be less, leaving
        you with expensive repairs. If you have bad credit and are looking for a car loan,
        the choice is simple... DriveTime.
    </p>
</div>",Not Used - Intentionally,N/A,Mobile,More Info - VFT (OLD),,,,,,,,N/A,
503,home-seo,no-credit-car-loan,content,"<div class=""content-left float-left"">
    <h3>
        Need a car and don?t have any credit history?</h3>
    <p>
        DriveTime offers cars to people across the nation with no credit history. We have
        93+ locations nationwide with over 5000 vehicles available for you to choose from.
        DriveTime offers unbeatable financing options for people with no credit that other 
        dealerships just can't compete with. We approve customers with no credit history every day. 
        No Credit approvals are as simple as a visit to
        our local DriveTime dealership. No Credit Auto Financing is really that
        simple with DriveTime.</p>
    <h3>
        Why buy from DriveTime instead of buy private party with a no credit car loan?</h3>
    <p>
        Private party cars may seem less expensive than DriveTime cars, but the savings & experience
        we provide more than make up for the difference in price. The experience
        that you?ll receive throughout the DriveTime approval and car shopping process will
        be positive and simple. The freedom of choice is another benefit of DriveTime over
        other dealerships and no credit car loan providers. Once you are approved, you will
        have several vehicles to choose from that will fit your personal needs. Car
        loan lenders also heavily penalize borrowers with no credit history. Beware of short-term
        obligations and outrageous terms that may increase the likelihood of defaulting
        on a car loan and negatively affecting your credit score. All of our vehicles are
        thoroughly tested and must pass a multi-point inspection before they are delivered
        to a DriveTime dealership, but this is just the beginning of the benefits DriveTime
        offers.Another benefit is our industry-leading DriveCare package: a 3 year / 36,000 mile 
        vehicle coverage. Plain and simple: if you have no credit and need a
        car loan, DriveTime is your best option.</p>
    <h3>
        Car loan approval with no credit history</h3>
    <p>
        No credit is not bad credit. Don?t accept to be treated differently because you
        do not have credit history. DriveTime does not make
        you feel different from any other vehicle owner. You'll get the same treatment and you'll
        get great auto financing options for you approval. Other auto dealers simply cannot offer these
         great options to no credit history buyers.</p>
    <h3>
        Better Vehicles. Newer Models. Less Mileage. Multi-point Inspected.</h3>
    <p>
        Search our online inventory and see the vehicles for yourself. Other dealers typically
        offer customers with no credit history vehicles older than ours and with more mileage.
        This means that the life of the vehicle you may be buying will be less, leaving
        you with expensive repairs. If you have no credit and are looking for a car loan,
        the choice is simple... DriveTime.</p>
</div>",Not Used - Intentionally,N/A,Mobile,More Info - VFT (OLD),,,,,,,,N/A,
504,home-seo,car-sales,content,"<div class=""content-right float-left"">
    <img src=""/Content/images/truck.png"" alt="""" border=""0"" />
</div>
<div class=""content-left float-right"">
    <p>
        At DriveTime, we're the used car specialists. We have a huge selection of used cars
        to choose from. Get approved instantly; get a used car with a solid vehicle coverage option 
        and get money saving auto-financing options.</p>
    <h3>
        Car Sales</h3>
    <p>
        No matter which location you choose to visit, DriveTime dealerships have great 
        <strong>car sales</strong>. DriveTime has many
        dealerships located in cities across the United States. Each dealership makes used
        <strong>car sales</strong> to people who have a history of low credit. If you are
        tired of wasting time looking for other dealerships that will approve your purchase
        of a used car, then stop by a DriveTime dealership today.</p>
    <p>
        DriveTime specializes in used <strong>car sales</strong> and has plenty of auto financing 
        options available. You'll also find that getting approved
        with DriveTime is just as easy. You can get instant approval feedback right on their website.
        Fill out the DriveTime application and submit. In just two minutes you'll find out
        if you are approved for any of the used cars featured at the DriveTime car sales
        dealership nearest you. No where else can you get instant financing approval in
        just two minutes.</p>
    <p>
        There is more to DriveTime than just great <strong>car sales</strong> and auto financing. 
        All of the DriveTime locations offer:
        <ul>
            <li>An inventory of only the highest quality used cars</li>
            <li>Guaranteed multi-point inspection process on all used cars</li>
            <li>The best used car vehicle coverage option in the industry</li>
        </ul>
    </p>
    <p>
        You'll feel like family at DriveTime. You'll get the help and support you need to
        drive away in a reliable used car right away. At every visit to any of the dealership
        locations you'll be greeted by friendly and helpful staff members. Each member of
        the DriveTime team is committed to helping you find a reliable, affordable used
        car. That's why DriveTime is America's number one choice when it comes to finding a used
        car that will suit you. DriveTime staff members do everything they can to
        make sure that <strong>car sales</strong> through their dealership are an exciting
        and stress free experience. Instead of shopping for ?better? <strong>car sales</strong>, 
        shop where you know you'll find the best car sales. Come experience
        the DriveTime difference for yourself.</p>
</div>",Not Used - Intentionally,N/A,Mobile,More Info - VFT (OLD),,,,,,,,N/A,
